ts,open,high,low,close,volume
2026-07-14 09:15:00+05:30,2182.9,2196.1,2179.0,2193.9,120592
2026-07-14 09:16:00+05:30,2193.8,2194.3,2181.5,2193.6,136841
2026-07-14 09:17:00+05:30,2193.6,2194.9,2189.0,2193.5,55641
2026-07-14 09:18:00+05:30,2193.5,2195.0,2189.4,2194.0,74328
2026-07-14 09:19:00+05:30,2194.0,2204.0,2193.9,2202.5,85986
2026-07-14 09:20:00+05:30,2202.5,2218.0,2201.1,2217.5,127035
2026-07-14 09:21:00+05:30,2216.9,2228.0,2216.9,2223.6,221333
2026-07-14 09:22:00+05:30,2223.6,2225.0,2216.1,2220.1,117466
2026-07-14 09:23:00+05:30,2220.1,2224.9,2218.0,2219.1,88080
2026-07-14 09:24:00+05:30,2219.0,2219.5,2210.7,2212.1,101165
2026-07-14 09:25:00+05:30,2213.0,2219.5,2210.6,2219.5,86919
2026-07-14 09:26:00+05:30,2219.1,2219.9,2214.0,2216.8,50579
2026-07-14 09:27:00+05:30,2217.4,2218.0,2215.0,2215.5,40143
2026-07-14 09:28:00+05:30,2215.9,2217.2,2212.5,2212.5,33306
2026-07-14 09:29:00+05:30,2212.5,2228.0,2212.5,2226.0,177376
2026-07-14 09:30:00+05:30,2225.6,2225.9,2217.1,2219.8,82299
2026-07-14 09:31:00+05:30,2219.7,2220.0,2213.3,2214.0,56752
2026-07-14 09:32:00+05:30,2214.2,2218.2,2210.9,2217.6,88224
2026-07-14 09:33:00+05:30,2217.4,2217.9,2208.0,2209.7,77589
2026-07-14 09:34:00+05:30,2209.7,2210.0,2207.0,2207.0,41989
2026-07-14 09:35:00+05:30,2207.2,2208.5,2202.7,2203.7,68914
2026-07-14 09:36:00+05:30,2203.8,2208.5,2203.7,2205.6,65036
2026-07-14 09:37:00+05:30,2205.8,2206.8,2204.0,2204.1,29708
2026-07-14 09:38:00+05:30,2204.1,2207.1,2203.2,2205.0,30149
2026-07-14 09:39:00+05:30,2205.0,2207.9,2204.5,2205.5,25103
2026-07-14 09:40:00+05:30,2206.0,2206.2,2203.1,2203.8,28946
2026-07-14 09:41:00+05:30,2203.6,2206.1,2202.0,2205.2,23674
2026-07-14 09:42:00+05:30,2205.0,2205.7,2203.3,2203.5,17797
2026-07-14 09:43:00+05:30,2203.5,2205.7,2202.0,2203.9,31159
2026-07-14 09:44:00+05:30,2204.1,2204.3,2201.0,2201.3,38183
2026-07-14 09:45:00+05:30,2201.8,2202.0,2195.6,2195.9,60836
2026-07-14 09:46:00+05:30,2195.9,2197.0,2193.6,2195.7,64646
2026-07-14 09:47:00+05:30,2195.0,2201.0,2194.6,2200.3,33548
2026-07-14 09:48:00+05:30,2201.0,2205.0,2200.7,2203.8,35859
2026-07-14 09:49:00+05:30,2204.0,2205.0,2203.0,2204.8,26991
2026-07-14 09:50:00+05:30,2204.7,2207.0,2204.0,2205.1,34381
2026-07-14 09:51:00+05:30,2205.1,2206.0,2203.0,2203.5,18379
2026-07-14 09:52:00+05:30,2203.0,2204.9,2202.2,2202.5,14495
2026-07-14 09:53:00+05:30,2202.7,2203.0,2200.0,2200.0,13056
2026-07-14 09:54:00+05:30,2200.5,2202.0,2200.0,2200.2,14009
2026-07-14 09:55:00+05:30,2200.4,2202.0,2199.0,2201.8,19303
2026-07-14 09:56:00+05:30,2201.8,2204.0,2200.5,2203.5,16761
2026-07-14 09:57:00+05:30,2203.5,2203.9,2200.7,2201.2,7320
2026-07-14 09:58:00+05:30,2201.0,2201.8,2200.0,2201.7,9394
2026-07-14 09:59:00+05:30,2201.8,2202.0,2198.0,2199.6,15559
2026-07-14 10:00:00+05:30,2200.0,2200.9,2196.5,2197.1,13856
2026-07-14 10:01:00+05:30,2197.4,2199.0,2196.0,2199.0,23863
2026-07-14 10:02:00+05:30,2198.4,2198.7,2196.0,2196.6,12598
2026-07-14 10:03:00+05:30,2196.3,2198.0,2196.0,2197.4,11335
2026-07-14 10:04:00+05:30,2197.4,2197.5,2193.1,2193.9,25182
2026-07-14 10:05:00+05:30,2193.9,2197.2,2192.6,2193.5,25229
2026-07-14 10:06:00+05:30,2193.9,2196.5,2193.3,2194.9,10721
2026-07-14 10:07:00+05:30,2195.0,2196.0,2194.2,2195.5,10685
2026-07-14 10:08:00+05:30,2196.0,2199.2,2195.5,2198.4,12483
2026-07-14 10:09:00+05:30,2198.7,2199.7,2197.3,2198.1,20029
2026-07-14 10:10:00+05:30,2198.0,2199.3,2196.8,2197.6,13590
2026-07-14 10:11:00+05:30,2197.6,2198.2,2195.1,2195.5,15521
