ts,open,high,low,close,volume
2026-07-14 09:15:00+05:30,1290.0,1295.1,1290.0,1293.2,81412
2026-07-14 09:16:00+05:30,1293.9,1295.9,1293.0,1295.0,44158
2026-07-14 09:17:00+05:30,1295.0,1295.9,1294.5,1295.6,59308
2026-07-14 09:18:00+05:30,1295.6,1296.2,1294.9,1296.0,65205
2026-07-14 09:19:00+05:30,1295.8,1296.2,1295.2,1295.4,38918
2026-07-14 09:20:00+05:30,1295.5,1296.0,1295.1,1295.6,36182
2026-07-14 09:21:00+05:30,1295.7,1296.6,1295.4,1295.6,49463
2026-07-14 09:22:00+05:30,1295.6,1296.5,1295.2,1296.4,63824
2026-07-14 09:23:00+05:30,1296.4,1298.0,1296.1,1297.1,28068
2026-07-14 09:24:00+05:30,1297.5,1298.1,1297.0,1297.7,30508
2026-07-14 09:25:00+05:30,1297.7,1298.4,1297.2,1297.8,35198
2026-07-14 09:26:00+05:30,1297.9,1298.5,1297.5,1297.6,34130
2026-07-14 09:27:00+05:30,1298.1,1298.4,1297.5,1298.0,42909
2026-07-14 09:28:00+05:30,1298.1,1298.8,1298.0,1298.2,18060
2026-07-14 09:29:00+05:30,1298.2,1298.3,1296.2,1297.3,65354
2026-07-14 09:30:00+05:30,1297.3,1297.3,1296.4,1296.8,12776
2026-07-14 09:31:00+05:30,1296.8,1296.9,1295.5,1295.8,41610
2026-07-14 09:32:00+05:30,1295.6,1297.5,1295.5,1297.5,23613
2026-07-14 09:33:00+05:30,1297.4,1297.8,1296.6,1297.2,60308
2026-07-14 09:34:00+05:30,1297.3,1298.0,1297.0,1297.2,21657
2026-07-14 09:35:00+05:30,1297.2,1298.0,1296.6,1296.7,27216
2026-07-14 09:36:00+05:30,1296.7,1298.0,1296.7,1297.1,55819
2026-07-14 09:37:00+05:30,1297.2,1298.0,1296.5,1296.5,51196
2026-07-14 09:38:00+05:30,1296.5,1297.5,1295.1,1295.1,56186
2026-07-14 09:39:00+05:30,1295.4,1295.9,1295.0,1295.2,55012
2026-07-14 09:40:00+05:30,1295.3,1295.5,1295.0,1295.1,24874
2026-07-14 09:41:00+05:30,1295.0,1296.0,1294.5,1295.9,42707
2026-07-14 09:42:00+05:30,1295.8,1296.0,1295.3,1295.9,14725
2026-07-14 09:43:00+05:30,1295.9,1296.5,1295.4,1296.5,23770
2026-07-14 09:44:00+05:30,1296.5,1297.5,1296.5,1297.2,69093
2026-07-14 09:45:00+05:30,1297.2,1297.4,1296.8,1297.1,26441
2026-07-14 09:46:00+05:30,1297.1,1297.1,1296.4,1296.5,15273
2026-07-14 09:47:00+05:30,1296.5,1296.8,1295.6,1295.9,33585
2026-07-14 09:48:00+05:30,1295.9,1296.1,1295.3,1296.0,19817
2026-07-14 09:49:00+05:30,1296.0,1296.7,1295.3,1296.2,22719
2026-07-14 09:50:00+05:30,1296.3,1296.7,1295.4,1295.6,28403
2026-07-14 09:51:00+05:30,1296.0,1296.0,1295.3,1295.5,10422
2026-07-14 09:52:00+05:30,1295.5,1295.7,1295.3,1295.6,15793
2026-07-14 09:53:00+05:30,1295.7,1295.8,1295.3,1295.5,9353
2026-07-14 09:54:00+05:30,1295.5,1295.6,1295.0,1295.1,19826
2026-07-14 09:55:00+05:30,1295.1,1295.7,1295.1,1295.2,28064
2026-07-14 09:56:00+05:30,1295.3,1295.7,1295.1,1295.2,28310
2026-07-14 09:57:00+05:30,1295.2,1295.5,1295.1,1295.3,13067
2026-07-14 09:58:00+05:30,1295.3,1296.8,1295.0,1296.5,63382
2026-07-14 09:59:00+05:30,1296.5,1299.0,1296.0,1298.4,52457
2026-07-14 10:00:00+05:30,1298.1,1300.5,1297.7,1300.5,67805
2026-07-14 10:01:00+05:30,1300.5,1301.9,1300.3,1300.9,88895
2026-07-14 10:02:00+05:30,1300.6,1300.9,1299.5,1299.7,111804
2026-07-14 10:03:00+05:30,1299.8,1300.5,1299.1,1299.3,167696
2026-07-14 10:04:00+05:30,1299.3,1299.6,1298.0,1299.2,39050
2026-07-14 10:05:00+05:30,1299.4,1300.4,1299.3,1299.9,26798
2026-07-14 10:06:00+05:30,1299.9,1300.0,1299.4,1299.6,24232
2026-07-14 10:07:00+05:30,1299.6,1300.0,1299.0,1299.4,29744
2026-07-14 10:08:00+05:30,1299.4,1300.0,1299.0,1299.9,7675
2026-07-14 10:09:00+05:30,1299.9,1300.4,1299.2,1300.0,62746
2026-07-14 10:10:00+05:30,1299.8,1300.9,1299.7,1300.0,53617
2026-07-14 10:11:00+05:30,1300.0,1300.0,1299.6,1300.0,20298
2026-07-14 10:12:00+05:30,1300.0,1300.0,1299.0,1299.4,20207
2026-07-14 10:13:00+05:30,1299.4,1299.5,1298.0,1298.1,15898
2026-07-14 10:14:00+05:30,1298.3,1298.7,1297.3,1298.4,43395
2026-07-14 10:15:00+05:30,1298.2,1299.0,1297.9,1298.4,26503
2026-07-14 10:16:00+05:30,1298.5,1298.9,1298.2,1298.9,5803
2026-07-14 10:17:00+05:30,1298.9,1299.4,1298.1,1298.4,28060
2026-07-14 10:18:00+05:30,1298.4,1298.9,1297.1,1297.1,28447
2026-07-14 10:19:00+05:30,1297.2,1298.0,1296.1,1297.9,52097
2026-07-14 10:20:00+05:30,1298.0,1299.0,1297.7,1298.7,53820
2026-07-14 10:21:00+05:30,1298.7,1299.8,1298.6,1298.8,29705
2026-07-14 10:22:00+05:30,1298.8,1298.8,1297.9,1298.7,8286
2026-07-14 10:23:00+05:30,1298.7,1298.9,1298.4,1298.9,6703
2026-07-14 10:24:00+05:30,1298.9,1298.9,1298.3,1298.4,8751
2026-07-14 10:25:00+05:30,1298.5,1298.9,1298.3,1298.9,9369
2026-07-14 10:26:00+05:30,1298.9,1298.9,1297.5,1297.9,20181
2026-07-14 10:27:00+05:30,1298.0,1298.6,1297.8,1298.2,6791
2026-07-14 10:28:00+05:30,1298.3,1298.4,1298.0,1298.2,5914
2026-07-14 10:29:00+05:30,1298.4,1298.4,1297.4,1298.0,30496
2026-07-14 10:30:00+05:30,1298.0,1298.2,1297.5,1298.0,9341
2026-07-14 10:31:00+05:30,1298.0,1298.1,1297.5,1298.0,9659
2026-07-14 10:32:00+05:30,1297.9,1298.5,1297.9,1298.2,9240
2026-07-14 10:33:00+05:30,1298.2,1299.2,1298.1,1299.1,15691
2026-07-14 10:34:00+05:30,1299.1,1299.2,1298.3,1298.8,19191
2026-07-14 10:35:00+05:30,1299.0,1299.0,1298.4,1298.9,20744
2026-07-14 10:36:00+05:30,1298.9,1298.9,1298.4,1298.7,5987
2026-07-14 10:37:00+05:30,1298.6,1298.6,1298.1,1298.1,9493
2026-07-14 10:38:00+05:30,1298.3,1298.6,1298.1,1298.4,9166
2026-07-14 10:39:00+05:30,1298.6,1299.5,1298.4,1299.1,19880
2026-07-14 10:40:00+05:30,1299.0,1299.2,1297.7,1298.2,23614
2026-07-14 10:41:00+05:30,1298.2,1298.2,1297.7,1298.2,17313
2026-07-14 10:42:00+05:30,1298.2,1298.8,1297.9,1298.8,12110
2026-07-14 10:43:00+05:30,1298.7,1299.3,1298.5,1299.3,13832
2026-07-14 10:44:00+05:30,1299.2,1302.0,1298.8,1301.4,125146
2026-07-14 10:45:00+05:30,1301.4,1304.0,1301.4,1303.9,59748
2026-07-14 10:46:00+05:30,1303.7,1304.8,1302.5,1304.4,68761
2026-07-14 10:47:00+05:30,1304.5,1304.8,1301.6,1301.6,32985
2026-07-14 10:48:00+05:30,1301.7,1303.9,1301.6,1303.5,22083
2026-07-14 10:49:00+05:30,1303.5,1304.5,1303.3,1304.5,56560
2026-07-14 10:50:00+05:30,1304.5,1304.6,1303.4,1304.0,39714
2026-07-14 10:51:00+05:30,1303.8,1304.5,1303.5,1304.3,26621
2026-07-14 10:52:00+05:30,1304.3,1305.4,1304.0,1305.3,51892
2026-07-14 10:53:00+05:30,1305.3,1305.5,1304.9,1304.9,29717
2026-07-14 10:54:00+05:30,1305.0,1305.9,1304.7,1305.5,25862
2026-07-14 10:55:00+05:30,1305.5,1305.8,1305.2,1305.3,10047
2026-07-14 10:56:00+05:30,1305.4,1305.7,1305.3,1305.7,12602
2026-07-14 10:57:00+05:30,1305.8,1306.4,1305.5,1306.2,33015
2026-07-14 10:58:00+05:30,1306.3,1306.5,1305.3,1305.5,52758
2026-07-14 10:59:00+05:30,1305.4,1307.4,1305.4,1307.1,39688
2026-07-14 11:00:00+05:30,1307.4,1308.0,1306.9,1307.4,36131
2026-07-14 11:01:00+05:30,1307.4,1307.4,1305.9,1306.0,21139
2026-07-14 11:02:00+05:30,1306.0,1306.3,1305.4,1305.6,32243
2026-07-14 11:03:00+05:30,1306.0,1306.3,1305.6,1305.9,6988
2026-07-14 11:04:00+05:30,1305.9,1306.0,1305.0,1305.3,34038
2026-07-14 11:05:00+05:30,1305.3,1306.0,1304.7,1305.6,23527
2026-07-14 11:06:00+05:30,1305.5,1305.6,1304.1,1305.0,14766
2026-07-14 11:07:00+05:30,1304.8,1305.4,1304.2,1305.4,31297
2026-07-14 11:08:00+05:30,1305.4,1305.7,1304.9,1305.0,20977
2026-07-14 11:09:00+05:30,1305.0,1305.0,1304.0,1304.8,32524
2026-07-14 11:10:00+05:30,1304.8,1305.0,1303.7,1304.0,13588
2026-07-14 11:11:00+05:30,1304.1,1304.4,1303.6,1304.0,15103
2026-07-14 11:12:00+05:30,1304.0,1304.5,1303.7,1304.0,4853
2026-07-14 11:13:00+05:30,1304.0,1304.3,1303.7,1304.2,8863
2026-07-14 11:14:00+05:30,1304.2,1304.2,1303.2,1303.6,12802
2026-07-14 11:15:00+05:30,1303.6,1304.6,1303.6,1304.1,13753
2026-07-14 11:16:00+05:30,1304.0,1304.4,1303.5,1303.6,16502
2026-07-14 11:17:00+05:30,1303.5,1304.1,1302.8,1302.9,22520
2026-07-14 11:18:00+05:30,1303.0,1303.8,1302.4,1303.5,66466
2026-07-14 11:19:00+05:30,1303.5,1304.0,1303.2,1303.3,56286
2026-07-14 11:20:00+05:30,1303.5,1303.6,1302.5,1302.5,13863
2026-07-14 11:21:00+05:30,1302.6,1303.9,1302.5,1303.7,15633
2026-07-14 11:22:00+05:30,1303.7,1304.0,1303.5,1303.7,10038
2026-07-14 11:23:00+05:30,1303.8,1304.5,1303.4,1304.3,25195
2026-07-14 11:24:00+05:30,1304.3,1304.9,1303.3,1304.3,39022
2026-07-14 11:25:00+05:30,1304.6,1304.8,1303.5,1304.0,35140
2026-07-14 11:26:00+05:30,1304.0,1304.3,1303.6,1303.8,19297
2026-07-14 11:27:00+05:30,1303.9,1304.5,1303.3,1303.3,27622
2026-07-14 11:28:00+05:30,1303.5,1304.3,1303.3,1303.7,9936
2026-07-14 11:29:00+05:30,1303.9,1304.2,1303.2,1303.3,7962
2026-07-14 11:30:00+05:30,1303.3,1303.7,1303.0,1303.6,4442
2026-07-14 11:31:00+05:30,1303.6,1303.8,1303.1,1303.4,4163
2026-07-14 11:32:00+05:30,1303.4,1303.5,1302.8,1302.8,11646
2026-07-14 11:33:00+05:30,1302.9,1303.2,1302.1,1303.1,9160
2026-07-14 11:34:00+05:30,1303.1,1303.1,1301.3,1301.4,21262
2026-07-14 11:35:00+05:30,1301.4,1301.5,1300.5,1300.8,18189
2026-07-14 11:36:00+05:30,1301.0,1302.7,1300.7,1301.3,69974
