ts,open,high,low,close,volume
2026-07-20 09:15:00+05:30,2280.1,2283.4,2273.0,2278.1,44576
2026-07-20 09:16:00+05:30,2278.4,2278.5,2264.1,2266.6,35629
2026-07-20 09:17:00+05:30,2267.4,2269.9,2261.4,2261.8,28132
2026-07-20 09:18:00+05:30,2262.7,2271.4,2262.0,2270.1,16165
2026-07-20 09:19:00+05:30,2270.1,2272.0,2268.2,2270.9,18918
2026-07-20 09:20:00+05:30,2270.5,2273.9,2269.0,2270.6,15128
2026-07-20 09:21:00+05:30,2271.0,2274.8,2270.4,2272.3,11320
2026-07-20 09:22:00+05:30,2272.7,2272.9,2270.0,2270.0,9464
2026-07-20 09:23:00+05:30,2270.2,2270.6,2265.0,2265.5,12638
2026-07-20 09:24:00+05:30,2265.5,2268.0,2265.0,2267.0,17754
2026-07-20 09:25:00+05:30,2267.6,2268.0,2258.6,2259.2,19493
2026-07-20 09:26:00+05:30,2259.3,2261.6,2255.5,2256.1,18302
2026-07-20 09:27:00+05:30,2256.6,2260.4,2256.0,2259.6,10578
2026-07-20 09:28:00+05:30,2260.2,2263.7,2259.8,2261.6,20670
2026-07-20 09:29:00+05:30,2261.9,2263.7,2259.4,2260.0,13831
2026-07-20 09:30:00+05:30,2259.7,2265.0,2259.5,2264.5,16003
2026-07-20 09:31:00+05:30,2264.5,2265.0,2260.3,2262.4,12321
2026-07-20 09:32:00+05:30,2262.4,2262.4,2259.0,2260.0,10871
2026-07-20 09:33:00+05:30,2259.6,2260.8,2257.7,2258.4,6008
2026-07-20 09:34:00+05:30,2258.3,2259.0,2257.0,2258.0,9060
2026-07-20 09:35:00+05:30,2258.0,2259.7,2256.2,2257.6,11197
2026-07-20 09:36:00+05:30,2257.9,2261.2,2257.2,2258.9,10639
2026-07-20 09:37:00+05:30,2259.0,2260.9,2257.0,2259.4,6546
2026-07-20 09:38:00+05:30,2260.2,2261.6,2252.2,2252.8,29892
2026-07-20 09:39:00+05:30,2253.9,2254.2,2251.0,2251.6,15029
2026-07-20 09:40:00+05:30,2251.6,2257.8,2249.0,2257.7,22844
2026-07-20 09:41:00+05:30,2257.7,2262.0,2256.7,2261.2,8008
2026-07-20 09:42:00+05:30,2261.5,2263.0,2259.8,2261.6,10312
2026-07-20 09:43:00+05:30,2261.5,2262.8,2260.7,2262.7,11199
2026-07-20 09:44:00+05:30,2262.7,2264.1,2261.5,2263.6,12310
2026-07-20 09:45:00+05:30,2263.9,2265.0,2262.4,2263.5,6529
2026-07-20 09:46:00+05:30,2263.8,2264.3,2260.4,2260.6,11625
2026-07-20 09:47:00+05:30,2261.0,2262.0,2258.0,2259.0,4283
2026-07-20 09:48:00+05:30,2258.9,2259.5,2258.0,2258.6,4558
2026-07-20 09:49:00+05:30,2258.3,2258.8,2255.6,2257.9,6270
2026-07-20 09:50:00+05:30,2258.0,2259.5,2257.0,2259.5,3788
2026-07-20 09:51:00+05:30,2259.5,2260.0,2258.1,2259.9,4691
2026-07-20 09:52:00+05:30,2259.5,2265.0,2259.0,2264.3,14817
